Series,Movie,Critic Review,Compound,Negative,Neutral,Positive
Star Trek,STAR TREK - NEMESIS,"Directed Baird is a new to the series, and he has done a courageous job at sending this crew to their last voyage in space.",0.5267,0.0,0.866,0.134
Star Trek,STAR TREK - NEMESIS,We are strictly going through the motions here folks,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,To Blandly Go Where We Went 8 Movies Ago . . .,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"If this is The Next Generation's final voyage, then it goes somewhat gently into that good night rather than raging against the dying of the light. Should a final adventure give them the justice they deserve? Like Picard, I say 'Make it so!'",0.8657,0.065,0.667,0.269
Star Trek,STAR TREK - NEMESIS,"For me, this flight aboard the Enterprise was a bit of a letdown.",0.0258,0.0,0.901,0.099
Star Trek,STAR TREK - NEMESIS,"It's been almost 10 years since ""Star Trek: The Next Generation"" ended in 1994, but you'd never know it by watching the latest film in the science fiction franchise, ""Star Trek: Nemesis.""",0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"Hardy's pout and baldie glare are high-quality stage-trained British Hollywood fiendishness and, like the Borg Queen, he seems to have taken his fashion tips from Clive Barker's Cenobites.",0.3612,0.0,0.915,0.085
Star Trek,STAR TREK - NEMESIS,"...the Federation should consider their legacy before embarking on another tired journey...Alas, it's time for the filmmakers to stay home and avoid the exhaustive trappings of being their own worse enemy...ah, in this case...nemesis!",-0.8398,0.25,0.75,0.0
Star Trek,STAR TREK - NEMESIS,"Instead of contriving a climactic hero's death for the beloved-major- character-who-shall- remain-nameless, why not invite some genuine spontaneity into the film by having the evil aliens' laser guns actually hit something for once?",-0.8672,0.251,0.749,0.0
Star Trek,STAR TREK - NEMESIS,Experimental science bumps up against science fiction as the controversy swirling around genetic cloning is magnified in outer space.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,... it may be time for Paramount to more on to other Star Trek movie ideas or just more on together... enjoy it for what it is: one more time to see a beloved crew defeat evil in space.,-0.1621,0.154,0.706,0.14
Star Trek,STAR TREK - NEMESIS,This will test fan loyalty to destruction,0.2732,0.274,0.296,0.43
Star Trek,STAR TREK - NEMESIS,"While there's nothing to fault in the performances or even the storyline, it's forgettable the moment the credits roll.",0.5801,0.0,0.781,0.219
Star Trek,STAR TREK - NEMESIS,A sci-fi snoozer.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"Sorry, Captain, our dilithium crystals are run down completely. The Star Trek franchise is dead in the water!",-0.7088,0.269,0.731,0.0
Star Trek,STAR TREK - NEMESIS,Feels like a cold old man going through the motions.,0.3612,0.0,0.762,0.238
Star Trek,STAR TREK - NEMESIS,'How many more voyages can this limping but dearly-loved franchise survive?',0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,A cheapo space battle that has all the cool allure of a disco-dancing Dad.,-0.0772,0.174,0.671,0.154
Star Trek,STAR TREK - NEMESIS,"This tenth feature is a big deal, indeed -- at least the third-best, and maybe even a notch above the previous runner-up, Nicholas Meyer's Star Trek VI: The Undiscovered Country.",0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"35 years of saving the universe takes its toll on the imagination, and this film, unfortunately, is stuck paying the check.",-0.5267,0.188,0.812,0.0
Star Trek,STAR TREK - NEMESIS,"As lo-fi as the special effects are, the folks who cobbled Nemesis together indulge the force of humanity over hardware in a way that George Lucas has long forgotten.",0.2023,0.062,0.85,0.088
Star Trek,STAR TREK - NEMESIS,It simply doesn't have the sharp inventiveness and insight we usually associate with the franchise.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"definitely something different, even if it doesn't quite live up to the filmmakers' obviously grandiose ideas",0.4019,0.0,0.847,0.153
Star Trek,STAR TREK - NEMESIS,"Sure, it's more of the same, but as the film proves, that's not always a bad thing.",0.6625,0.0,0.721,0.279
Star Trek,STAR TREK - NEMESIS,"The dialogue is inane, the plot insipid, and with the exception of some nifty special effects at the very beginning, this has nothing whatsoever to recommend it.",0.0747,0.152,0.686,0.161
Star Trek,STAR TREK - NEMESIS,It's not the groundbreaking movie it needed to be to infuse the series with renewed life.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"Not only is it talky, but the talk is repetitious, incoherent, and spoken in a soft whisper, as if the actors feared disturbing the audience in its restful slumbers.",-0.7579,0.236,0.676,0.088
Star Trek,STAR TREK - NEMESIS,"If you're not a fan, what you're most likely to experience are chintzy costumes, cheesy makeup, cute jokes, pages of indigestible dialogue and tepid action scenes bolstered by a lot of shaking the camera to make it appear that the Enterprise is suffering",-0.193,0.142,0.754,0.105
Star Trek,STAR TREK - NEMESIS,"I am a Star Trek fan, it's an even-numbered film, and sadly, it blew. I am so sad.",-0.6696,0.322,0.569,0.109
Star Trek,STAR TREK - NEMESIS,Star Trek: Nemesis is flat and uneventful.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"Everything here feels like a rehash of what this series has been doing since 1979. There's no ambition, no attempt to take the franchise in a new direction.",-0.2263,0.147,0.769,0.084
Star Trek,STAR TREK - NEMESIS,"John Logan clones Enterprise skipper Jean-Luc Picard (Patrick Stewart), geek-relatable android Data (Brent Spiner), and -- less successfully -- 1982's Star Trek: The Wrath of Khan.",0.4417,0.0,0.896,0.104
Star Trek,STAR TREK - NEMESIS,The Enterprise is losing speed.,-0.3818,0.394,0.606,0.0
Star Trek,STAR TREK - NEMESIS,"Whatever the weaknesses, ""Nemesis"" deserves some credit for its universality. It can be enjoyed by anyone, whether the biggest ""Trek"" nerd, or a newcomer to the series.",0.296,0.144,0.675,0.181
Star Trek,STAR TREK - NEMESIS,A movie that blandly goes where too many Star Trek pictures have gone before.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"An obvious attempt to mix the high-drama of The Wrath of Khan with the mainstream appeal (read: box office) of Star Trek IV: The Voyage Home, and for the most part it succeeds.",0.5367,0.0,0.902,0.098
Star Trek,STAR TREK - NEMESIS,"Never escapes the franchise formula enough to make Warp Factor 9, and take flight as anything more than a superior two-part 'Next Generation' episode with improved effects.",0.8115,0.0,0.733,0.267
Star Trek,STAR TREK - NEMESIS,"This felt like the end, but was neither the best nor worst note to end on.",0.1628,0.192,0.548,0.261
Star Trek,STAR TREK - NEMESIS,"John Logan's script hasn't enough invention or suspense even for an hour-long episode of the series, Stuart Baird's direction is leaden, and the look of the film is murky and dismal.",-0.6124,0.118,0.882,0.0
Star Trek,STAR TREK - NEMESIS,"It's doubtful that Nemesis will please everyone -- particularly the hardcore fans -- but for casual Trek viewers, this is a pretty good ride.",0.8834,0.054,0.568,0.379
Star Trek,STAR TREK - NEMESIS,This 10th film in the series looks and feels tired.,-0.4404,0.244,0.756,0.0
Star Trek,STAR TREK - NEMESIS,"It's all very convoluted this time out, and awfully silly to boot.",0.101,0.0,0.888,0.112
Star Trek,STAR TREK - NEMESIS,"The action sequences in the film work well enough, but the film drags for about half an hour in the first half with an overlong expository interlude.",-0.128,0.072,0.874,0.054
Star Trek,STAR TREK - NEMESIS,Star Trek: Nemesis stands alone as an engaging intergalactic thriller with a lot of spirit-and some rousing action scenes.,0.2023,0.096,0.721,0.183
Star Trek,STAR TREK - NEMESIS,The old crew is around and good to see.,0.4404,0.0,0.734,0.266
Star Trek,STAR TREK - NEMESIS,The ease that the Next Generation actors slip into their roles gives Nemesis a comfort zone that overcomes creaky dialogue and that fact that the biggest moments have been seen in earlier Trek movies.,0.6124,0.0,0.861,0.139
Star Trek,STAR TREK - NEMESIS,"Boasts explosive action and a decent story, but a slow start and a badly botched ending keep it from being remarkable.",0.1901,0.166,0.639,0.196
Star Trek,STAR TREK - NEMESIS,"[Reaches] depths of laughable awfulness that can be appreciated, for their veritable badness as well as their campiness, only by True Fans.",0.8126,0.0,0.657,0.343
Star Trek,STAR TREK - NEMESIS,"Like going out with old school buddies: at first, you're thrilled to be with old friends again, but before too long, you realize that there just isn't anything new.",0.5789,0.0,0.819,0.181
Star Trek,STAR TREK - NEMESIS,Clear proof that the series has long since surpassed its days of glory.,0.7269,0.0,0.643,0.357
Star Trek,STAR TREK - NEMESIS,Pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of God in the fifth Trek flick.,-0.5106,0.183,0.746,0.071
Star Trek,STAR TREK - NEMESIS,"This is supposedly, 'a generation's final journey'; too bad it didn't slow down enough to prevent it from feeling more like a generation eagerly racing to the finish line.",0.4131,0.101,0.662,0.238
Star Trek,STAR TREK - NEMESIS,"The latest adventure of ""The Next Generation"" crew is a rip-roaring space opera that, while containing some grand set pieces, is a bit uneven, failing to realize its full potential.",0.25,0.098,0.744,0.158
Star Trek,STAR TREK - NEMESIS,"It almost plays like Solaris, but with guns and jokes.",0.5368,0.0,0.562,0.438
Star Trek,STAR TREK - NEMESIS,"This is the fourth film to feature the Next Generation crew, and everyone is still off-track after the ideologically unsound, sparsely entertaining Insurrection.",0.4404,0.0,0.884,0.116
Star Trek,STAR TREK - NEMESIS,The worst voyage of the good ship Enterprise since they made the mistake of letting William Shatner direct Star Trek V.,-0.5574,0.237,0.657,0.106
Star Trek,STAR TREK - NEMESIS,"This isn't the worst way to be put to pasture, but the crew may want to hang on for one more episode if they can.",0.3812,0.0,0.865,0.135
Star Trek,STAR TREK - NEMESIS,Should be the final nail in the coffin of this franchise.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,The cheesiness so endemic to the Star Trek franchise ... is back in full force.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,An ordeal for all save the most ardent Treksters.,0.7645,0.0,0.515,0.485
Star Trek,STAR TREK - NEMESIS,"As spent screen series go, Star Trek: Nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there's nothing to drink.",0.296,0.0,0.929,0.071
Star Trek,STAR TREK - NEMESIS,"Stewart instead lends integrity and wry stoicism to Nemesis, but the movie is unworthy of him.",-0.4939,0.202,0.707,0.091
Star Trek,STAR TREK - NEMESIS,Better than the tepid Star Trek: Insurrection; falls short of First Contact because the villain couldn't pick the lint off Borg Queen Alice Krige's cape; and finishes half a parsec (a nose) ahead of Generations.,-0.1779,0.094,0.831,0.075
Star Trek,STAR TREK - NEMESIS,"Long-time Star Trek fans -- who continue to live long and prosper -- will certainly enjoy Star Trek: Nemesis, but I doubt the film will win new fans to the long-running franchise.",0.6956,0.083,0.688,0.229
Star Trek,STAR TREK - NEMESIS,"While the movie itself wanders off-course halfway through, the coming attractions -- showcasing Nemesis' jacked-up special effects, production values and camerawork -- were a knockout.",0.802,0.0,0.719,0.281
Star Trek,STAR TREK - NEMESIS,"Surprisingly, considering that Baird is a former film editor, the movie is rather choppy.",0.296,0.0,0.845,0.155
Star Trek,STAR TREK - NEMESIS,"Even though it doesn't feel like an appropriate send-off, the lethargy of Star Trek: Nemesis is probably indication enough that the series should end here.",-0.5439,0.164,0.836,0.0
Star Trek,STAR TREK - NEMESIS,"Devotees of Star Trek II: The Wrath of Khan will feel a nagging sense of deja vu, and the grandeur of the best Next Generation episodes is lacking.",0.7506,0.078,0.661,0.261
Star Trek,STAR TREK - NEMESIS,"Taken as a tool to help retain public awareness for the various Star Trek books, video games, toys, and TV shows, Nemesis does its job relatively well.",0.5859,0.0,0.833,0.167
Star Trek,STAR TREK - NEMESIS,"If this is indeed the swan song for the Next Generation gang, the end can't come soon enough.",0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"The bottom line with Nemesis is the same as it has been with all the films in the series: Fans will undoubtedly enjoy it, and the uncommitted needn't waste their time on it.",0.6738,0.0,0.849,0.151
Star Trek,STAR TREK - NEMESIS,"This voyage is more than competent, but it doesn't really go anywhere new or exciting.",0.726,0.0,0.681,0.319
Star Trek,STAR TREK - NEMESIS,"It can't decide whether to appeal to hardcore Trekkers or to a general audience. In the end, it's not enough of one or the other to please either.",0.3182,0.0,0.919,0.081
Star Trek,STAR TREK - NEMESIS,"Star Trek: Nemesis spins a fascinating and, finally, quite moving variation on an old saw: You're your own worst enemy.",-0.6249,0.28,0.59,0.129
Star Trek,STAR TREK - NEMESIS,"This isn't just a bad Trek movie, it's also bad science-fiction, riddled with psychobabble, inconsistencies and the hoariest of cliches.",0.6908,0.0,0.749,0.251
Star Trek,STAR TREK - NEMESIS,"Nemesis suffers from a paunchy midsection, several plodding action sequences and a wickedly undramatic central theme.",-0.7351,0.341,0.659,0.0
Star Trek,STAR TREK - NEMESIS,"Star Trek was kind of terrific once, but now it is a copy of a copy of a copy.",0.2272,0.0,0.887,0.113
Star Trek,STAR TREK - NEMESIS,"Combines elements of Lord of the Rings, Star Wars and James Bond flicks with generically satisfying results.",-0.1531,0.167,0.694,0.139
Star Trek,STAR TREK - NEMESIS,Those who buy into the peculiar superstition that only the even-numbered Star Trek movies are any good will find their belief system strongly challenged by Star Trek: Nemesis.,0.6369,0.044,0.75,0.206
Star Trek,STAR TREK - NEMESIS,"Baird has cooked up something that looks a lot like mom's casserole: Warm and familiar, but the same old thing we had last week.",0.296,0.0,0.868,0.132
Star Trek,STAR TREK - NEMESIS,A plodding if mildly entertaining sci-fi adventure that plays more like an extended television episode than a full-length film.,0.8399,0.0,0.565,0.435
Star Trek,STAR TREK - NEMESIS,"Too much of Nemesis has a tired, talky feel.",-0.4404,0.293,0.707,0.0
Star Trek,STAR TREK - NEMESIS,Convincing evidence that the venerable franchise needs to be mothballed in space dock and not come out for another mission without a major refitting.,0.4019,0.0,0.891,0.109
Star Trek,STAR TREK - NEMESIS,The inside humor offers more than a few clever laughs as the confident crew radiates the good time that they're having.,0.9282,0.0,0.506,0.494
Star Trek,STAR TREK - NEMESIS,May satisfy the faithful but can leave the casual moviegoer feeling as if he's walked into a bar where nobody knows his name.,0.6808,0.05,0.649,0.302
Star Trek,STAR TREK - NEMESIS,"Familiarity breeds content with Star Trek fans, and the 10th movie in the series does nothing to mess with the series' comfortably monotonous fantasy formula.",0.6007,0.0,0.824,0.176
Star Trek,STAR TREK - NEMESIS,This one has some throwback qualities.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,The brand new take on the Enterprise's endeavors here is satisfying and appreciated.,0.743,0.0,0.636,0.364
Star Trek,STAR TREK - NEMESIS,"Star Trek fans like their philosophy deep, and Nemesis, the 10th big-screen episode, does not disappoint.",0.5801,0.0,0.746,0.254
Star Trek,STAR TREK - NEMESIS,"If you've grown tired of going where no man has gone before, but several movies have - take heart. This is the best Star Trek movie in a long time.",0.6428,0.103,0.728,0.169
Star Trek,STAR TREK - NEMESIS,"Individual episodes of the Next Generation TV series were always clever at addressing social issues, even if they were cloaked in the hardware of futurism. Yet the movies have routinely devolved into one-dimensional battles of good vs. evil.",-0.2732,0.149,0.725,0.126
Star Trek,STAR TREK - NEMESIS,"After nine movies and countless television episodes, all of this just seems too familiar.",0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,I wouldn't recommend this one to anyone who doesn't consider themselves a 'Trekkie'.,-0.2755,0.174,0.826,0.0
Star Trek,STAR TREK - NEMESIS,"The values that have held the Enterprise crew together through previous adventures and perils do so again-courage, self-sacrifice and patience under pressure",0.4404,0.084,0.722,0.194
Star Trek,STAR TREK - NEMESIS,"The posters suggest that this is ""A Generation's Final Journey."" That may be the best thing about Star Trek: Nemesis.",0.6369,0.0,0.819,0.181
Star Trek,STAR TREK - NEMESIS,"Spectacle and special effects have saved equally bad movies in the past, but never one so hackneyed there's virtually no surprise or suspense.",0.09,0.171,0.611,0.217
Star Trek,STAR TREK - NEMESIS,What nudges the movie toward a qualified recommendation is the continuing high standards set by Patrick Stewart as Captain Jean-Luc Picard.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"The folks on the Starship Enterprise are never stodgier than when they try to 'loosen up' and play it for laughs, as they do often in Nemesis.",0.6808,0.0,0.817,0.183
Star Trek,STAR TREK - NEMESIS,"Star Trek: Nemesis meekly goes where nearly every Star Trek movie has gone before. Wince-inducing dialogue, thrift-shop costumes, prosthetic makeup by Silly Putty and Kmart blue-light-special effects all conspire to test Trekkie loyalty.",0.5574,0.0,0.871,0.129
Star Trek,STAR TREK - NEMESIS,"The torpid first half nearly made me drift into suspended animation. But the exciting second half makes up for it with a long, thrilling, Pyrrhic battle.",0.1531,0.173,0.636,0.191
Star Trek,STAR TREK - NEMESIS,"Nemesis has a delightfully nasty villain and pumped-up action, albeit along familiar lines.",-0.5423,0.362,0.452,0.186
Star Trek,STAR TREK - NEMESIS,"While fans might enjoy it or parts thereof, there's just not enough fun, energy or originality to entertain the average viewer.",0.2462,0.167,0.629,0.204
Star Trek,STAR TREK - NEMESIS,"Won't go into the captain's log as the U.S.S. Enterprise's finest hour -- that honor still belongs to Star Trek II: The Wrath of Khan -- but it is reasonably entertaining and reassuring, like a trip home during the holidays.",0.9446,0.0,0.678,0.322
Star Trek,STAR TREK - NEMESIS,"Though hardly a ridiculous mess like The Final Frontier, the 10th Trek outing, Nemesis, is as mediocre as the last franchise effort, Insurrection, with little appeal for anyone beyond patient, die-hard fans.",-0.2942,0.128,0.808,0.065
Star Trek,STAR TREK - NEMESIS,"Not a bad premise, but the execution is lackluster at best.",0.6757,0.14,0.498,0.361
Star Trek,STAR TREK - NEMESIS,"An amiably klutzy affair whose warm, fuzzy heart emits intermittent bleats from the sleeve of its gleaming spacesuit.",0.2263,0.0,0.899,0.101
Star Trek,STAR TREK - NEMESIS,"It is far from the worst, thanks to the topical issues it raises, the performances of Stewart and Hardy, and that essential feature -- a decent full-on space battle.",-0.2732,0.185,0.661,0.154
Star Trek,STAR TREK - NEMESIS,A strong enough effort to be worthy of faint praise.,0.8689,0.0,0.38,0.62
Star Trek,STAR TREK - NEMESIS,"Familiarity and continuity are what the success of this series has always been about. We've been here before, and we like the neighborhood.",0.7351,0.0,0.772,0.228
Star Trek,STAR TREK - NEMESIS,"I'll hate to see these old fogeys go, of course, but the time may have come to once again pass the torch.",-0.3291,0.101,0.899,0.0
Star Trek,STAR TREK - NEMESIS,"Nemesis never feels true to itself, its energy never fully engaged.",-0.4033,0.322,0.537,0.141
Star Trek,STAR TREK - NEMESIS,"Between its brisk start and explosive finish, Nemesis dawdles in talky, jargon-filled explanations.",0.1531,0.0,0.882,0.118
Star Trek,STAR TREK - NEMESIS,Star Trek Nemesis is a definite improvement on 1998's Star Trek: Insurrection.,0.6249,0.0,0.638,0.362
Star Trek,STAR TREK - NEMESIS,"Choppy editing and a plodding, formulaic storyline confirm that the Next Generation production team did its best work in the TV series.",0.6369,0.0,0.826,0.174
Star Trek,STAR TREK - NEMESIS,Perhaps Nemesis is the best we could hope for from a tired franchise,0.6369,0.153,0.474,0.374
Star Trek,STAR TREK - NEMESIS,A better movie than the vacuous Insurrection.,0.4404,0.0,0.633,0.367
Star Trek,STAR TREK - NEMESIS,"The overall feel of the film is pretty cheesy, but there's still a real sense that the Star Trek tradition has been honored as best it can, given the embarrassing script and weak direction.",0.7814,0.15,0.579,0.271
Star Trek,STAR TREK - NEMESIS,"Better than Generations and Insurrection, but not as good as First Contact.",-0.2867,0.206,0.664,0.129
Star Trek,STAR TREK - NEMESIS,"At this point, looking to juice the series with action scenes is the equivalent of applying a defibrillator to a cadaver.",0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,It has become apparent that the franchise's best years are long past.,0.6369,0.0,0.724,0.276
Star Trek,STAR TREK - NEMESIS,The film's dark and gritty style gives this trek a real depth and human element most of the other films have lacked,0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"...grows decidedly flimsier with its many out-sized, out of character and logically porous action set pieces.",0.0,0.0,1.0,0.0
Star Trek,STAR TREK - NEMESIS,"A tired, derivative picture that suggests it's time to put at least this crew of Trekkers into well-deserved retirement.",-0.4404,0.146,0.854,0.0
Star Trek,STAR TREK - NEMESIS,"Could it be true? After so many years of bloodshed and war, can peace between the Federation and the Romulans actually be at hand?",0.7149,0.116,0.592,0.292
Star Trek,STAR TREK - NEMESIS,"Good, old-fashioned idiocy, ripped from yesterday's headlines.",0.4404,0.0,0.674,0.326
Star Trek,STAR TREK - NEMESIS,A school-teacher's dream as Patrick Stewart tells his nemesis that the principal goal of every human being should be to become a better person.,0.5994,0.0,0.803,0.197
Star Trek,STAR TREK - NEMESIS,"A respectable venture on its own terms, lacking the broader vision that has seen certain Trek films ... cross over to a more mainstream audience.",0.7184,0.0,0.741,0.259
Star Trek,STAR TREK - NEMESIS,"It's good to have the Next Generation crew back in action, and Patrick Stewart is still a commanding presence as Capt. Picard of the USS Enterprise.",0.4404,0.0,0.892,0.108
Star Trek,STAR TREK,For the most part this film was a successful retelling of a beloved story.,0.7964,0.0,0.585,0.415
Star Trek,STAR TREK,J.J. Abrams dares to rewrite Trek lore with an origin story that chronicles the first voyage of the Enterprise crew with a mission that sends them into a whole new Federation history.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK,"Aside from the cool effects and surprise cameos from notable actor/director Tyler Perry and one of the U.S.S. Enterprise's original passengers Leonard Nimoy, there really wasn't much there.",0.6908,0.0,0.789,0.211
Star Trek,STAR TREK,"J.J. Abrams' restart of the famous saga is a slick, well-produced piece of entertainment that blows the cobwebs off the venerable series.",0.4215,0.0,0.877,0.123
Star Trek,STAR TREK,This is not your father's Star Trek (for better or for worse).,0.4404,0.0,0.791,0.209
Star Trek,STAR TREK,"Requiring little or no foreknowledge of Klingons and Romulans, this ""Star Trek"" is a grand equalizer, transporting everyone to a space where it's possible to just sit back and marvel at the starlit view seen from the Captain's chair.",0.5965,0.046,0.815,0.139
Star Trek,STAR TREK,"Star Trek has remarkable freshness and originality for something so deeply familiar. And it leaves us confidant that a venerable piece of pop culture is in good hands, at least for the time being.",0.7579,0.0,0.827,0.173
Star Trek,STAR TREK,"Star Trek keeps you occupied with the usual sort of thing you find in science-fiction adventures, done somewhat more wittily.",0.34,0.0,0.888,0.112
Star Trek,STAR TREK,"A rather lazily imagined, though energetically executed pastiche of big screen sci-fi clichés seemingly appropriated at random from other films.",0.4215,0.0,0.865,0.135
Star Trek,STAR TREK,"Whether watching Kirk and Sulu skydive from space, a rural Mid-West dotted with vast interstellar towers, or Kirk do battle with a very ill-tempered beastie on a frozen moon, it's hard not to gape in wonder.",-0.4588,0.114,0.886,0.0
Star Trek,STAR TREK,"I didn't go to this with much enthusiasm but, of course, it's been completely reinvented by J.J. Abrams and he's done a terrific job.",0.7269,0.0,0.766,0.234
Star Trek,STAR TREK,Star Trek works by paying homage to the past without being chained down by its history.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK,"As far as performance goes, Pine and Karl Urban -- Kirk and Bones, respectively -- do offer up moments of tongue-in-cheek allusion, but they sell it straight-up, and save the movie from becoming a list of inside jokes.",0.8176,0.0,0.8,0.2
Star Trek,STAR TREK,The film is sufficiently smart and engaging that Abrams has effectively guaranteed the characters will be back for further adventures.,0.8555,0.0,0.606,0.394
Star Trek,STAR TREK,J.J. Abrams' Star Trek reboot beams a fresh set of dilithium crystals into a science-fiction film franchise that has been eking by on cinematic life support since 1991's The Undiscovered Country.,0.6124,0.0,0.844,0.156
Star Trek,STAR TREK,"This is a fantastic movie. It's pacing is rapid-fire, the action is larger-than-life and raises blood pressure with ease, and the characters come to life in a very cool way.",0.7574,0.063,0.688,0.249
Star Trek,STAR TREK,"Star Trek is back. It's action-packed, exciting, and visually spectacular -- who would have thought that the dying sci-fi series could be resurrected into something this fun?",0.795,0.0,0.779,0.221
Star Trek,STAR TREK,"Star Trek is such a well-written, superbly acted and amazingly staged film that it sets a new standard for summer action films.",0.0,0.0,1.0,0.0
Star Trek,STAR TREK,Some will walk away convinced they have seen the best Star Trek movie of them all. I can only agree wholeheartedly.,0.8555,0.0,0.644,0.356
Star Trek,STAR TREK,"With this new, dynamic duo in place, the possibilities for exploring the fabled final frontier seem endless",0.3818,0.0,0.86,0.14
Star Trek,STAR TREK,"I'm no Trekkie, I don't speak Klingon, I've never boldly been anywhere in the least bit exciting -- my fear of motorways has always hampered me horribly in this respect -- and I don't like action epics but [Star Trek] is quite fun.",0.4641,0.176,0.646,0.177
Star Trek,STAR TREK,J.J. Abrams brings the beloved but undeniably creaky franchise back to square one while still delivering a thoroughly contemporary science fiction adventure rooted in the spirit of Gene Roddenberry's original conception.,0.8442,0.0,0.72,0.28
Star Trek,STAR TREK,"You don't have to be a Star Trek fan to enjoy this rollicking movie. J.J. Abrams' reboot of the 1966 TV space adventure series is fast-paced, action-packed and lots of fun.",0.8779,0.0,0.701,0.299
Star Trek,STAR TREK,There is still life and romance in these movies.,0.5574,0.0,0.69,0.31
Star Trek,STAR TREK,"In short, it'll please everyone, while never being as bland as that might sound.",0.3182,0.0,0.85,0.15
Star Trek,STAR TREK,I think JJ Abrams and his movie 'gets' what Trek is supposed to be about.,0.4084,0.0,0.826,0.174
Star Trek,STAR TREK,"A Star is reborn as director J.J. Abrams' re imagining of Star Trek emerges, against the odds, as a smart space epic that can be embraced even by wary Trek devotees.",0.4939,0.0,0.865,0.135
Star Trek,STAR TREK,"Abrams also avoids the pitfalls of the three Star Wars prequels, by making it a thrill to meet these familiar characters before they became the stars of the stars.",-0.4215,0.162,0.762,0.076
Star Trek,STAR TREK,Star Trek director J.J. Abrams proves to be just what the franchise needed a jolt of life from someone unencumbered by the baggage that comes with more than 40 years of lore and legacy.,0.0,0.0,1.0,0.0
Star Trek,STAR TREK,Abrams' movie inspires me to boldly go where I never thought I would: back for seconds.,0.6597,0.0,0.69,0.31
Star Trek,STAR TREK,"There's much wit here, bang-up action scenes and a twisting plot that will make sense to those who truly care to follow it. May this latest incarnation of the series live long and prosper.",0.7269,0.0,0.836,0.164
Star Trek,STAR TREK,"This version is new and fresh, but it doesn't forget its roots -- and I think fans will appreciate that.",0.7351,0.0,0.69,0.31
Star Trek,STAR TREK,"Abrams had a responsibility that most other action film directors never need to worry about. He succeeds in parts, maybe enough for the young, modern audiences for whom the film has been made, but old Trekkies may have some issues.",0.422,0.0,0.907,0.093
Star Trek,STAR TREK,If you're a self-confessed Trekkie as I am you can't help but compare this cast to the original cast. I was surprised how easily I accepted Zachary Quinto as Spock and Karl Urban seems to channel Deforest Kelly at times.,0.8563,0.037,0.71,0.253
Star Trek,STAR TREK,"With the help of his young and pretty cast, Abrams has managed to successfully reboot a 43-year-old formula.",0.8442,0.0,0.606,0.394
Star Trek,STAR TREK,"For the first time in all my encounters with the Enterprise and the Federation, I actually cared about several of those important figures seated at the ship controls.",0.5574,0.0,0.845,0.155
Star Trek,STAR TREK,"A manically paced, profoundly affectionate and highly entertaining prequel to a cultural touchstone.",0.7264,0.0,0.596,0.404
Star Trek,STAR TREK,Did somebody just reach through the space-time continuum and pull out a white rabbit?,0.0258,0.0,0.916,0.084
Star Trek,STAR TREK,"Fun, funny, exhilarating, and occasionally touching, Star Trek gives Gene Roddenberry's enduring sci-fi series a much-needed shot in the arm.",0.836,0.0,0.643,0.357
Star Trek,STAR TREK,A work of considerable technical expertise and workmanlike efficiency: It's uncanny how it hits every little pop culture note anyone could possibly expect from it.,0.3612,0.0,0.902,0.098
Star Trek,STAR TREK,Abrams brings a fresh perspective that strips the series to its essential elements while still paying homage to what made the original special in the first place.,0.743,0.0,0.759,0.241
Star Trek,STAR TREK,"The character work is consistently ace, but Star Trek 2009 doesn't offer the high-minded, underlying ideas that the show was known for.",0.0,0.0,1.0,0.0
Star Trek,STAR TREK,... it pleases me to report that the new film from Director J.J. Abrams pulled me (a Trek newbie) in like a Romulan tractor beam.,0.6369,0.0,0.809,0.191
Star Trek,STAR TREK,"We were very, very happy with what we saw. You will be too.",0.6453,0.0,0.737,0.263
